5.997428e-05 5.683201e-05 5.581776e-05 5.565472e-05 5.436937e-05 5.565093e-05 5.664811e-05 5.8051e-05
5.655333e-05 5.720737e-05 5.766426e-05 5.867661e-05 5.581586e-05 5.526419e-05 5.488882e-05 5.457602e-05
5.433146e-05 5.440729e-05 5.473905e-05 5.515613e-05 5.765478e-05 5.662726e-05 5.607369e-05 5.562439e-05
5.545566e-05 5.47201e-05 5.486418e-05 5.595615e-05 5.758274e-05 5.743866e-05 5.63391e-05 5.608886e-05
5.643389e-05 5.625569e-05 5.711827e-05 5.722633e-05 5.657418e-05 5.528883e-05 5.573055e-05 5.600355e-05
5.745762e-05 5.726425e-05 5.737041e-05 5.725287e-05 5.739126e-05 5.803962e-05 5.846239e-05 5.875055e-05
5.696471e-05 5.755809e-05 5.777232e-05 5.892685e-05 5.864438e-05 5.867851e-05 5.757136e-05 5.845101e-05
6.050036e-05 5.932118e-05 5.757326e-05 5.781592e-05 5.883396e-05 5.749174e-05 5.828797e-05 5.900458e-05
5.934772e-05 5.802067e-05 5.798086e-05 5.718652e-05 5.687182e-05 5.751639e-05 5.662347e-05 5.541775e-05
5.427459e-05 5.518836e-05 5.553529e-05 5.685665e-05 5.903112e-05 6.095725e-05 6.02577e-05 5.890221e-05
5.843395e-05 5.928516e-05 5.737989e-05 5.563766e-05 5.646991e-05 5.904819e-05 5.966242e-05 5.807944e-05
5.808892e-05 5.731922e-05 5.772492e-05 5.830314e-05 5.862353e-05 5.729648e-05 5.645474e-05 5.709173e-05
5.678082e-05 5.720548e-05 5.69704e-05 5.803015e-05 5.840741e-05 5.842068e-05 5.816096e-05 5.708604e-05
5.663484e-05 5.698177e-05 5.772682e-05 5.721306e-05 5.899131e-05 6.010035e-05 5.761686e-05 5.623294e-05
5.663674e-05 5.815716e-05 5.69249e-05 5.610781e-05 5.616279e-05 5.914108e-05 5.951834e-05 5.843205e-05
5.876003e-05 5.903871e-05 5.767184e-05 5.706898e-05 5.765857e-05 5.731543e-05 5.750691e-05 5.748416e-05
5.903681e-05 5.742918e-05 5.830314e-05 5.865576e-05 6.005106e-05 5.82747e-05 5.88605e-05 5.836191e-05
5.752587e-05 5.704623e-05 5.772872e-05 5.795431e-05 5.784815e-05 5.749364e-05 5.755051e-05 5.689078e-05
5.716946e-05 5.708415e-05 5.760928e-05 5.727183e-05 5.668603e-05 5.598269e-05 5.711258e-05 5.840551e-05
5.821593e-05 5.828418e-05 5.879605e-05 5.721496e-05 5.623104e-05 5.763393e-05 5.812114e-05 5.63865e-05
5.551822e-05 5.560543e-05 5.686234e-05 5.797138e-05 5.644906e-05 5.47182e-05 5.417221e-05 5.451345e-05
5.394661e-05 5.43599e-05 5.529262e-05 5.630498e-05 5.841878e-05 5.792209e-05 5.775905e-05 5.784625e-05
5.843585e-05 5.68358e-05 5.57969e-05 5.589549e-05 5.546893e-05 5.514665e-05 5.608507e-05 5.682821e-05
5.555614e-05 5.578743e-05 5.630308e-05 5.668413e-05 5.552391e-05 5.603957e-05 5.608317e-05 5.819129e-05
5.85458e-05 5.837897e-05 5.887946e-05 5.965294e-05 5.925483e-05 5.817802e-05 5.770407e-05 5.827281e-05
5.925862e-05 6.015912e-05 5.927758e-05 5.863301e-05 5.753534e-05 5.707277e-05 5.641683e-05 5.716377e-05
5.773251e-05 5.703106e-05 5.653626e-05 5.626327e-05 5.635616e-05 5.661778e-05 5.699694e-05 5.693248e-05
5.686613e-05 5.747468e-05 5.748605e-05 5.702917e-05 5.753724e-05 5.857803e-05 5.909179e-05 5.769838e-05
5.683011e-05 5.775905e-05 5.960176e-05 5.994679e-05 5.799981e-05 5.783298e-05 5.825954e-05 5.807185e-05
5.767753e-05 5.973825e-05 5.967948e-05 5.826902e-05 5.640166e-05 5.648318e-05 5.668034e-05 5.702917e-05
5.788227e-05 5.799602e-05 5.758084e-05 5.760738e-05 5.6923e-05 5.603577e-05 5.601492e-05 5.810408e-05
5.898183e-05 5.832779e-05 5.60263e-05 5.682821e-05 5.851926e-05 5.963398e-05 5.91752e-05 6.029751e-05
5.939891e-05 5.843016e-05 5.869367e-05 5.841878e-05 6.03923e-05 6.062927e-05 6.034111e-05 5.97629e-05
6.045486e-05 5.916383e-05 5.87733e-05 5.949749e-05 5.939891e-05 5.997902e-05 6.042074e-05 5.918089e-05
5.797138e-05 5.85003e-05 5.872021e-05 5.93591e-05 5.878467e-05 5.705571e-05 5.473526e-05 5.631256e-05
5.771924e-05 5.958849e-05 5.815527e-05 5.571728e-05 5.375324e-05 5.483195e-05 5.570401e-05 5.387078e-05
5.435042e-05 5.614194e-05 5.654764e-05 5.691732e-05 5.694955e-05 5.784815e-05 5.717514e-05 5.990129e-05
5.919037e-05 5.885102e-05 5.807375e-05 5.901217e-05 5.876382e-05 5.800929e-05 5.679788e-05 5.812114e-05
