0 0.02946258 0.03730384 0.0372192 0.02520966
0.009261883 0.01140125 0.03297735 0.02600899 0.0215767
0.01097085 0 0.0001790307 0.006585719 0.01765902
0.004258652 0 0.004991353 0.02278418 0.04481257
0.004914509 0.01427758 0.01794386 0.0100564 0.005808036
0.03617041 0.01475283 0.024686 0.03436152 0.02354353
0.008398146 0.01820743 0.0639674 0.1001928 0.06135874
0.03590439 0.02933944 0.02800309 0.008483646 0.01434799
0.02190034 0.01384087 0.006639831 0.009205401 0.02041248
0.007777336 0.02632645 0.01600184 0.001723943 0
0 0 0.006717754 0.01032916 0.006637671
0.009207877 0.01923814 0.02560051 0.05991764 0.03630792
0.0224924 0.0107505 0.006401682 0.01856382 0.05543368
0.03669068 0.0375643 0.02671709 0.03279609 0.05705882
0.04667163 0.05926979 0.03790474 0.04150955 0.0453241
0.04870871 0.06148444 0.05051443 0.07454722 0.07086362
0.05618931 0.04611162 0.04735683 0.04517061 0.03450621
0.04008248 0.05332846 0.04320866 0.03218672 0.07827291
0.05086097 0.02538868 0.02355718 0.03169724 0.04364714
0.04790938 0.003491734 0.01458208 0.01402851 0.02419774
0.02730067 0.02205435 0.03183794 0.01192358 0.01755988
0.05425333 0.05836134 0.04000276 0.0364487 0.01965435
0.05118401 0.06290948 0.04608279 0.05407795 0.08565168
0.02070862 0.06413231 0.07284372 0.05082248 0.04306503
0.04984976 0.04294115 0.0429936 0.008043008 0.02050279
0.02622993 0.02075761 0.01497234 0.02731502 0.02819029
0.01911185 0.01903388 0.01290437 0 0
0 0.007095529 0.007382442 0.004024778 0.01179204
0.0386065 0.0535769 0.01816197 0.01066913 0.03772122
0.06045422 0.05741536 0.04011875 0.007701925 0.01618805
0.01310458 0.02800207 0.05372119 0.06232541 0.01413168
0.01959015 0.06670985 0.04981943 0.02250365 0.02378359
0.01128676 0.01221382 0.01978211 0.01174603 0.004999261
0.01306669 0.03866525 0.02458096 0.02765382 0.01867757
0.01035 0.01054736 0.01947232 0.02171514 0.001447763
0 0 0 0 0.009487198
0.008755621 0.002292986 0.0264284 0.01817109 0.006075366
0.02464274 0.01509694 0.01596115 0.03397549 0.02770956
0.01349875 0.006689828 0.01195143 0.003748231 0.01300715
0.02148289 0.04092588 0.06181118 0.0698082 0.07594283
0.0504229 0.02897699 0.04161282 0.05019593 0.03664982
0.03326553 0.04514881 0.02387611 0.008443471 0.01212376
0.01673763 0 0.004189338 0.01638017 0.03230398
0.0422247 0.03332947 0.01017338 0.01308125 0.04786131
0.01583138 0.002753051 0.009611494 0.02378696 0.02781834
0.03981274 0.04951114 0.0421733 0.0297532 0.02977218
0.04432525 0.02845064 0.01396238 0.02779731 0.0410556
0.03875709 0.02555887 0.02199756 0 0.01156934
0.02304593 0.03457159 0.03241695 0.01244339 0.02437966
0.03317548 0.02360178 0.002967916 0 0.004705466
0 0.006255893 0.0169358 0.01407327 0.01349201
0.01675481 0.01921747 0.01927032 0 0.002076013
0.00870759 0.01164313 0.01306597 0.01447012 0.01030362
0 0.009936475 0.02041102 0.02731819 0.04158715
0.04857148 0.02112801 0.02796026 0.04448064 0.04383674
0.02658272 0.04626343 0.01044647 0.02561291 0.06772803
0.06868749 0.04718712 0.06977961 0.07610291 0.09712864
0.05821205 0.03940121 0.0367987 0.03273533 0.02562205
0.06914352 0.05119311 0.02866072 0.022669 0.02884261
0.02483418 0.02167979 0.007726059 0 0.005021296
0.01377973 0.006573999 0.0007941783 0.02103154 0.03180456
0.02675828 0.0178136 0.01076159 0.003614102 0.004460284
0.02261015 0.0256706 0.01616639 0.00968751 0.01954396
0.03511611 0.01047338 0.01474876 0.01467109 0.01393016
0.01516344 0.01536713 0 0.001591826 0.001855766
0 0 0 0.005876606 0
0.0264312 0.02911584 0.01385703 0.004172848 0.02435822
0.01019421 0.008797912 0.01454419 0.01114246 0.00345935
0.003212801 0.000932537 0.002485567 0.005110506 0.005549505
0.008902114 0.01500695 0.01361761 0.006869626 0.01725667
0.01309787 0.01056044 0.01194926 0.01328841 0.02717302
0.03023685 0.02750868 0.02679431 0.02960012 0.03425021
0.03565211 0.05493025 0.02572143 0.02351967 0.04172631
0.06061058 0.05708046 0.0297859 0.02676891 0.02401401
0.01678481 0.00770616 0.002333109 0.008704643 0
0.006507155 0.01427083 0.009877807 0.001151663 0.0047354
0.01893416 0.01820144 0.02287332 0.01786677 0.01937662
0.03220396 0.01649739 0.004184488 0.01787043 0.006741284
0.002146829 0.01082113 0.01811498 0.04200042 0.06722851
0.0314638 0.01848496 0.02764638 0.040856 0.05819938
0.0671906 0.04309335 0.03374932 0.02538439 0.02296299
0.04369272 0.007625568 0.006914871 0.03470872 0.03892374
0.03029157 0.03009696 0.03230598 0.01857346 0.004224203
0 0 0.001063827 0.00370304 0.003728098
0.0001057749 0.01335461 0.01187369 0.004094496 0.004023133
0 0.01735894 0.01700179 0.005234981 0
0.002862128 0.01184757 0.03788063 0.02776034 0.01753221
0.02050501 0.02861834 0.0320145 0.04310787 0.06472424
0.06728812 0.06181861 0.05286979 0.0494392 0.06385279
0.09574034 0.06477878 0.05432779 0.05349164 0.04233749
0.01892771 0.0612318 0.02066371 0.01301265 0.01824079
0.03597058 0.04899897 0.02412354 0 0.01187716
0.007669634 0.01467109 0.02477872 0.0229713 0.03119572
0.01457213 0.02307986 0.03688494 0.03492592 0.02960344
0.06670681 0.02888377 0.02677155 0.01967899 0.0236175
0.03737058 0.04846529 0.02907456 0.01090987 0.0294253
0.0301316 0.02119598 0.01240928 0.007565656 0.05295317
0.04655544 0.02636192 0.0194732 0.02181975 0.02005124
0.02006416 0.004279312 0.001253842 0 0
0.004240325 0.01124468 0 0.001239909 0.02520029
0.02321426 0.007938426 0.006546932 0.0005301783 0
0 0 0 0.0003197854 0
0 0.01349686 0.006203016 0.0151399 0.02827763
0.02053273 0.002496275 0.03954311 0.04595894 0.03414536
0.0199784 0.01404852 0.01793709 0.04181105 0.04530654
0.02856342 0.02162512 0.02048376 0.01356665 0.02022872
0.009879642 0.01609534 0.01156526 0.01201067 0.01844513
0.01029531 0.03413364 0.04692887 0.02792374 0.01619748
0.01094757 0.001405604 0.005824493 0.008142635 0.005689294
0.02565807 0.04544729 0.05191165 0.05022568 0.017286
0.01795543 0.02198118 0.0214625 0.01649584 0.01379859
0.03310489 0.02670241 0.01599007 0.00145685 0.009551101
0.03100242 0.01803364 0.0294782 0.0819981 0.05667625
0.0329587 0.0270324 0.03041595 0.03780543 0.0186255
0.02454802 0.03067978 0.03519471 0.03938216 0.0438881
0.005533722 0.01348252 0.007982981 0.02090834 0.03240775
0.01722738 0 0.01450274 0.01953674 0.02666646
0.02985068 0.0283377 0.02830392 0.02749489 0.007836928
0.004073943 0.01644647 0.03028268 0.03089002 0.0199168
0.009429682 0.03117193 0.04373739 0.04894434 0.05898491
0.08505865 0.03186689 0.09717313 0.07302292 0.04964595
0.05332008 0.07108685 0.03623382 0.06390957 0.04593611
0.0445997 0.04911758 0.04642181 0.03144412 0.06268532
0.02573252 0.04798159 0.03470071 0.02152005 0.03880084
0.007865304 0.007902339 0.01327125 0.009107096 0.01015356
0.01383709 0.005606643 0.006439115 0 0
0.004590258 0.01058367 0.01736707 0.02953097 0.002278624
0.009752011 0.01759212 0.02011717 0.01957275 0.0203779
0 0.008218774 0.01976764 0.0271144 0.02669959
0.02292427 0.03424251 0.02592421 0.01970186 0.003973689
0.002174133 0.01313257 0.01885467 0.005662019 0
0.005320576 0.008229045 0.00413876 0.0001383911 0.00921947
0.003335948 0 0 0.003227615 0.00579252
0.006641636 0 0.01521963 0.007749196 0
0 0.00586986 0.008569326 0.0001828096 0.004401617
0.0195284 0.03127478 0.0331616 0.02474933 0.009584998
0.02289387 0.03722056 0.02371959 0.02029714 0.03624017
0.03068356 0.02322478 0.02607933 0.01714914 0.02034288
0.0251628 0.01990135 0.05207689 0.04494756 0.08798716
0.06944518 0.03564128 0.01968154 0.01655919 0.04194901
0.02967346 0.009335831 0.004190782 0.003852682 0
0 0.006439398 0 0.004166462 0.01492082
0.02127579 0.01746237 0.01987308 0.01178756 0.02041751
0.01764318 0.01326949 0.0201979 0.02743138 0.02251831
0.03759792 0.04844197 0.03846401 0.01561186 0.006754774
0.02819474 0.03938774 0.02840237 0.01734061 0.02042009
0.03756139 0.04253209 0.01181036 0.02200363 0.02890984
0.02851048 0.02229104 0.01517412 0.01282426 0.01358316
0.0130572 0.0137239 0.01329567 0.00872069 0
0.005991494 0.009478639 0.007564925 0.008720769 0.01777701
0.03208862 0.02211868 0.02754371 0.01560819 0.01580209
0.02337863 0.02728016 0.0167167 0 0.02226358
0.02695965 0.01475762 0.002305305 0.007798919 0.04164514
0.02506087 0.02513767 0.02556403 0.03055173 0.04420935
0.06668726 0.07982394 0.03510125 0.05404853 0.0488321
0.02565584 0.01910495 0.03752318 0.04962312 0.05875054
0.04576343 0.02493251 0.01066205 0.01192906 0.0232046
0.02912141 0.04054774 0.04354969 0.02593406 0
0.005495032 0 0.01500407 0.01547721 0.01464275
0.01573567 0.01596965 0.05221093 0.04165648 0.04700271
0.03396368 0.01917112 0.01622935 0.009919299 0.02001174
0.005674268 0.01356261 0.01248114 0.008255908 0.01935369
0 0.008644764 0.01247714 0.01432636 0.0195112
0.0266366 0.02532282 0.0295079 0.06198263 0.03197978
0.01898087 0.01642636 0 0.002382133 0
0.006036393 0.01242447 0.009539758 0.00289043 0.004847646
0.004018699 0.004731954 0.0008344053 0.002677707 0.005171617
0.005493803 0.02597846 0.02677413 0.02481952 0.009554583
0.01732989 0.03877429 0.02758117 0.0139914 0.003546806
0.01275095 0.00852285 0 0.001348931 0.01557012
0.02385946 0.03282854 0.04079387 0.04542619 0.05237396
0.06603742 0.04422948 0.03119141 0.02363119 0.01480376
0.01059217 0.01787655 0.04048746 0.006713129 0
0.007017156 0.02457517 0.02322896 0 0
0.005589091 0.02036132 0.02404333 0.01731723 0.009735133
0.01640639 0.01718011 0.01857421 0.03814023 0.04880499
0.04288252 0.02540237 0.014328 0.06766209 0.05376048
0.04085355 0.04870601 0.05965315 0.03284837 0.008008337
0.03623397 0.02649877 0.02716249 0.03092101 0.02747479
0.03311637 0.0447083 0.04488037 0.03743867 0.0261407
0.02519325 0.04328987 0.009857468 0.01594853 0.0005377276
0 0.005545014 0.01125345 0.003596908 0
0.008451683 0.0169051 0.03080951 0.03499841 0.01503275
0 0.009403481 0.01452024 0.01301492 0.02726953
0.04662747 0.02507939 0.001381217 0.01955312 0.03404595
0.04539461 0.04176817 0.02640761 0.05548792 0.05219648
0.03941692 0.04103797 0.03678901 0.04597937 0.1021906
0.05787866 0.04203873 0.02740021 0.01905816 0.01744527
0.02299003 0.0391266 0.04164129 0.01817218 0.0203454
