812.5519 822.9933 826.1116 829.1397 833.284
834.2913 835.3122 856.5688 862.1855 903.1013
917.3582 918.3931 924.074 925.1011 933.3506
936.6665 965.3651 966.3711 967.3353 969.1524
981.3711 1010.669 1023.37 1024.377 1042.614
1053.689 1079.467 1080.453 1095.395 1097.419
1098.417 1099.415 1152.758 1155.44 1156.426
1165.802 1175.478 1197.2 1229.468 1230.465
1231.479 1257.507 1258.519 1259.515 1268.6
1287.496 1361.521 1362.498 1363.53 1419.536
1420.578 1421.564 1441.514 1485.635 1486.631
1493.579 1494.559 1495.559 1497.869 1551.585
1552.57 1581.63 1582.607 1583.624 1625.619
1626.634 1627.628 1647.665 1663.694 1664.703
1683.614 1684.651 1688.721 1689.719 1743.67
1744.688 1745.706 1757.653 1758.634 1809.741
1810.761 1815.668 1850.758 1851.77 1852.76
1889.709 1891.737 1905.742 1906.727 1907.757
1908.721 1996.844 1997.835 1998.825 2012.818
2021.761 2067.8 2158.891 2159.904 2160.894
2304.947 2305.95 2306.978 2307.957 2816.16
2817.145 2818.187
